User Name,Ratings,Mini Review,Date,Reviews
yashodhan k.,1.0 out of 5 stars,"
Died in a use of 15 days
",9 November 2019,"
This product died in the middle of use and not starting too tried various adapters and cable but still not charging mivi support is the worst they didn't even care to reply back for any help
"
Amar,5.0 out of 5 stars,"
Just go for it awesome product
",14 October 2019,"
I have been using since a week and here are my thoughtsAwesome bassClear audioBest passive noise cancellation in this segmentNo lag due to bluetooth. As good as wired ones.Bluetooth range is as advertisedAudio quality for calls is excellentIt supports Google assistantVery much comfortable for long usage
"
Chetan,1.0 out of 5 stars,"
Post purchase services is bad and thus should imporve
",5 October 2019,"
I had made a complaint to you through the MIVI website but there was no response so i think here you could pay some attention. However the issue is that the volume button of the product isn't working at all. And thus it is creating issues in connecting as well as playing any audio. I can't use it for anything. Kindly look into the matter ASAP.
"
Gyanesh Upadhyaya,5.0 out of 5 stars,"
Bang for your buck. Must buy!
",26 January 2020,"
I have been using it from last 2 days. I am going to divide my experience into pros and cons.🙂Pros.1) Excellent build quality .Body of Earphones are made up of metal and finished properly. Wires are flat and tangle free. They are build to last. These are also IPx4 certified.🙂2) battery backup is decent. I have been hearing it at around 60-70% volume from last 5 hrs. Still 15-20% of charge is left.3) sound quality is very good.This will suit bass-heads better.Bass is punchy. Vocals are crisp.Highs could have been a bit better.(Note: These are extremely loud. Not recommended to use it above 80% volume.)4) despite of having Passive noice cancellation or CVC by Qualcomm.These do a pretty good job of cutting the ambient noise.🤩5) These are extremely comfortable to wear. They fit in ear properly.6) Bluetooth 5.0 gives an excellent range of 30 feet as per claimed by mivi. Yet to be tested. My phone too supports Bt 5.0. will further update it.🤔Cons.1) After a certain volume to be precise 80%, the highs and mids get muffled.Bass gets overpowering and a bit distorted.2)if I will nitpick 😅, It's uncomfortable to wear after usage of 1.5 hour.
"
Rishabh Bhardwaj (RBJ LET'S UNRAVEL),5.0 out of 5 stars,"
Noise Cancellation at 1399 is a steal Deal
",20 January 2020,"
Noise Cancellation @1399 is amazing deal anytime. This mivi thunderbeats come with Qualcomm cvc technology which reduces ambient noise and provides a very good experience.Build Quality:It's great to see such robust build quality at this price point. Buttons are sturdy and tactile. Flat wire with rubberised coating makes it good.Design:Design is modern and increases your style quotient. Metal finishes put these apart.Sound:Bass dominant tuning of these earphones make it best choice for bass lovers.
"
Rahul Paul,5.0 out of 5 stars,"
Beast Headphones within range...
",17 October 2019,"
Crystal clear sound..Average bass..100% Value for money..Noise cancellation is quite good!!Voice calling is good!!Great battery backup..Build quality is superb and fully comfortable..I recommend to buy this product..Loved it!!
"
ANCHAL TRIPATHI,4.0 out of 5 stars,"
Music Lovers
",16 October 2019,"
Product is of good quality as it is shown in Display. Noise cancellation and connection is of good Quality. Bass quality is awesome. Battery last for 5 hrs once charged fully. If you r using 2 headset then this is the product for you, both connected at the same time, Should buy this product in this price range.
"
shrikant,5.0 out of 5 stars,"
Highly recommended
",22 January 2020,"
I bought mivi thunder beats. This is the only earphone in this price range which have apex codec. I have sony earphones also. But sony is too expensive . No other brand gave that sound at this price range.They are pretty decent earphones at this price range . Heavy bass and amazing battery life. I have no issue with connectivity. Microphone works flawlessly.2 hours charging it give 8 hours continuous playbackHighly recommended.
"
rohit kumar singh,3.0 out of 5 stars,"
Picks up everything around apart from the speaker
",17 January 2020,"
Hi, I bought this product when it was brought under light by mumbaiker nikhil about a year or so ago. I believed his reviews to be so true as he is a very out spoken person about his feelings towards a product or anything for that nature however he did not let us know that the mic on this headset picks up everything around you and amplifies the same. Now when someone is talking to me they always complain stating that the background sound(road traffic honks or any other noise is alot and they hear me way less.The is zero to no noise cancellation on this in fact it will do its best to amplify the noise coming from the background which I hate.The only downside to these headsets is the background noise that it picks up, using it at home or a quiet place the product outshines.In case they come out with new iterations I request them to work on the background noise/noise cancellation!!Good day!
"
Subhajiit Panigrahi,4.0 out of 5 stars,"
Bluetooth Headset
",21 January 2020,"
As per my knowledge & hearing experience after using this product I can say following things : Pros - Bass part is just superb,noise cancellation is phenomenal,Lower end of sound is also very nice,voice & lyrics clarity simply awesome. Cons - Bluetooth connectivity is also good but not the best as it sometimes after connected wid my phone getting automatically disconnected & the mid part/range or treble part of sound muffled a bit..If Mivi can increase the treble 2/3 steps further then it wd be the best brand so far in hearing industry.Thank you hope Mivi will listen & fix this in their upcoming products..Last but not the least I'm really enjoying the product.
"
Sohaib Ahmed Khan,3.0 out of 5 stars,"
The Quality looks good, all features good. Only problem face is faulty charging cable was given.
",15 January 2020,"
Receieved the product today, quality is good, connected to my phone easily with no issues. Sound quality is good.Noise cancellation is good. Bass is just ok nothing that great to boost about. There was only one problem faced and that is not with th product itself but with the charging cable provided inside witht he product. i had connected the headphone for charging and left it for 2hours it did not charge. Later i used some other cable and it started charging and charged within 30 mins to full charge. So in my case the charging cable is faulty that was provided within the box. Rest will update once i use them for a month or more.
"
Rushikesh Kulkarni,5.0 out of 5 stars,"
Product quality is at top level!
",9 October 2019,"
1.Happy with build and sound quality2.Bass feels good to ears3.Product looks very stylish4.Fitment of buds is also comfortable
"
Avi ,2.0 out of 5 stars,"
Bad for heavy-bass, hearing a sharp irritating sound whenever it comes to songs with Bass.
",25 January 2020,"
Honest review - The build quality is fantastic. Their comfort level is average while wearing at home or running. Battery life is also good, but if you listen to heavy bass songs (as I do) they're not good at all. I listen to Kendrick Lamar, Logic and other artists, their songs have got heavy bass, I listened to them on these and now I continuously hear a very sharp irritating vibrating voice from both earbuds, I'm returning this product.They're great if you listen to normal classical music which DONT have heavy bass. Otherwise its not good.
"
Aryan,5.0 out of 5 stars,"
Great experience.
",9 October 2019,"
Could not deny, this is one of the best wireless earphones i have used, so far.Sound quality is crystal clear and the bass is amazing.Noise cancellation is really good, too.I would highly recommend it for gamers.
"
Shobhit,5.0 out of 5 stars,"
The sound quality is great. There seems to be no issue till now.
",11 October 2019,"
The sound quality is great. There seems to be no issue till now. It's a safe and a good buy. Highly recommend!Impressed with the after sales service.The customer care is pro active just in case anyone has any issues. There is one year free replacement as well.Will update my reviews again in a month or two if I find any changes .
"
Akshaya Wadekar,1.0 out of 5 stars,"
Damaged product, waste of money
",17 November 2019,"
The piece which I received was damaged since the beginning of time.. it never worked so I can't review it.. I had ordered it on 4th Oct and return date for the same was 14th Oct.. since it was a gift for someone, i didn't open and check it.. birthday was on 13th Oct.. Thus, return was also not possible since the date lapsed.. I don't know whether to recommend this product to anyone.. Overall my experience was bad and my money has been wasted..
"
abhinav,5.0 out of 5 stars,"
overall best
",10 October 2019,"
Advantage:1. Best battery backup.2. Calling quality.3. Good sound quality.4. Best in price.5. Over all design and  build quality is best, metal body gives a Premium lookBase is little bit low than expectation. But over all good product to  use daily purpose.
"
Dnyaneshwar Kadam,5.0 out of 5 stars,"
Wonderful Bluetooth Earphones!!!!!
",10 October 2019,"
This earphone provides wonderfully balanced sound: crisp HD sound, deep bass😀, clear mids!! I enjoyed listening both classical and DJ songs! Noise cancellation is great. The build quality is also excellent. Comfortable fit in ear. No issue in paring this earphone to mobile and tablet. Overall, very very happy with this purchase!!
"
Shahid cherry,1.0 out of 5 stars,"
Poor quality
",14 October 2019,"
Connection to mobile too bad.. Iam using one plus 6T I have using from since 5days.. once when the charge is full it is working well.. after charge went to 50-60per it started playing by it's own(playing songs automatically, disconnecting by its self, haha just now it got a power of auto ""ok Google"".. seem's funny) thank you MiVi..
"
karthik,5.0 out of 5 stars,"
Best in class
",8 November 2019,"
The product is really awesome.I have previously used boat wings Jbl etc..But at its price range this is the best in market trust me.The bas sound quality comfortable all are top notch.I would prefer bit little wire length but fuckit it is awesome!
"
Navnit Choudhary,5.0 out of 5 stars,"
Awesome & Value For Money Product
",21 January 2020,"
Mivi now came up with range of Bluetooth headsets of which Mivi Thunderbeats is the most popular under their segment. It is priced for about Rs. 1,199/- and its worth spending.The packaging of Mivi Thunderbeats is large, as it includes not only the headset but also a case to store the headset..Complete Review.➡️ Product material : Use of metal for caps and plastic in construction ( metal caps because it has magnets in it so that one can snap it together for avoiding dangling and falling of the headset ).➡️ Mivi Thunderbeats is an in-ear canalphone-style pair of Bluetooth headphones..➡️ It has - three buttons - a microphone - an LED light - a Micro-USB port for charging..➡️ The headset fits well in the medium size ears and the hooks keep it firm for not falling. Tested it while running, its just firm and due to its noise cancellation it is a good choice for sure..➡️ It last for about 6-7 hrs on a full charge. And charges also very quickly.Noise Cancellation : 4 🌟Sound Quality : 5 🌟Bluetooth Connectivity : 5 🌟For full Video search on YouTube WiFi Tech.🙂
"
shubham raut,5.0 out of 5 stars,"
Only for base love (indian brand must support make in India)
",3 February 2020,"
Overall base quality is good other instruments sounds as an avg high and low Vocal below avg buds size bigger but overll all sound quality is good i recommend this product for base lover and other things battery backup so guy's no issues in battery backup this product is much good then boat400 purchase only in sell only good below 1000
"
